geneName	LogFC	pvalue
BIRC1	-0.752349118758461	7.449093198096963e-15
SCUB3	1.3133306034699397	2.752199404813403e-45
FGF8A	1.721986001512091	3.090085354280738e-4
MBPHL	2.6959347813951355	1.0342569549379226e-26
FOXL1	2.8215785371522375	1.7078656150849952e-6
APCD1	1.8385472361607706	4.672656026241748e-139
IIGP5	-1.4401178482119898	5.109671920449355e-7
UPK1B	-0.9820004415899168	4.384731051131072e-47
PAR6B	-1.162626251693835	1.3714884760470137e-15
HYAL	-1.4746971976527157	3.828715467324292e-46
CASZ1	-1.7921236817758586	4.4830321523651827e-4
ACHA9	0.990074026424341	8.081359831869151e-5
EST2E	2.2929514494510292	1.0874621363515582e-5
ATS18	1.593479054181498	1.243211394823815e-30
FRY	-0.8196192782009933	5.2337464731501973e-20
RDH12	-0.9229411609658971	3.3685338663878554e-44
TRAR1	-2.2811480092632372	6.776136918507886e-6
RGAP1	0.7642048866055944	1.6592075155743203e-6
ADIPO	4.356647633098758	3.792069449593027e-12
CHSS2	0.8549087032033684	3.2101825356429006e-17
SBSPO	1.6966869264949154	4.874122329293512e-5
SFRP5	2.0316458118408205	1.9430150804704458e-35
ACTM	3.0725306081399277	3.5017147302689377e-16
CD276	-0.8451530540083242	6.029769154981455e-43
ITA11	-0.9829369342406763	5.52234318232543e-4
HXA3	1.3794129695534165	9.579945007440836e-19
HS12B	0.937985550771005	3.953791605026635e-6
BGH3	0.8043453999332173	1.0479340350349919e-10
A4GAT	1.2549561470924693	6.681535397891961e-4
K1C19	-1.096372698440125	4.169908009279347e-37
RASEF	-0.959859194808555	1.4418991415978033e-26
TRI32	-1.4450853251315756	7.001511065502247e-4
FGL1L	-1.1113387861973503	7.493572600268644e-24
HHIP	1.5025676494578548	1.4246498238008823e-38
RELL1	-1.0560681690496045	3.569037748529462e-5
CYBR1	0.7759167379162208	5.060881474582808e-11
CDHR3	1.2117336015862528	2.6320780308006718e-6
CDAC1	-2.002415257599351	2.439274971882162e-17
GLI2	1.5008766760581411	2.3359110537888626e-46
HS12A	1.5693857727941638	1.283946364221397e-26
F181B	0.7795116564494231	5.1242361983307e-4
DPEP1	2.1230841488815493	8.35443805572753e-9
ASPN	-0.7963330759003191	7.814344333615853e-8
ASCL5	3.1486865118221155	5.975943865405563e-25
STX2	-1.0467392453414461	1.2710548610782357e-15
TPM1	3.202451620788685	1.188588069306914e-15
TPM3	2.850200048674167	3.2669218229416707e-12
UPK2	-1.0732213423131918	7.714200889912449e-42
CLIP2	-1.498086425796807	1.6970640379472696e-10
PARM1	-0.8530514759714494	8.987879211416767e-27
MARH3	0.7568022171226478	2.684007015807735e-4
BMP2	1.199583211558617	1.3844673845404256e-61
PITX1	0.7787665447815428	1.7524362480278505e-34
MYCT1	1.9284989806488233	1.0029540359855406e-5
SAMH1	-1.650192844677168	4.374514549030719e-6
ALAT2	-0.8497126845852386	4.2044211419834e-20
STA10	-0.8870872254639008	1.3599302905291713e-4
CD248	0.9623729053996524	1.0381254118377994e-15
MB12A	-0.7862068641742039	3.625563507761511e-61
LITD1	-1.4081224246695132	3.871935127228927e-24
TECR	4.546351878272993	7.302009335604202e-18
SAM9L	-1.0606628988409812	1.4146834614147572e-10
MUC19	-1.0813674611731128	7.348843768412223e-63
CY24B	-2.159401358215629	2.4075187317582402e-14
B3GT5	-0.8354494492326914	7.887606439811831e-10
ANGL3	3.2475003234208524	2.0500505161379585e-36
DLX1	0.8013795474314865	3.4507755406586023e-6
IL8	1.6351520813009952	6.995648961296118e-10
LRRN3	0.9171299591003685	1.9689061322227105e-4
WFKN2	3.183693224839622	1.1065864567412302e-12
CRLD1	1.0919062227673104	9.943716395610894e-11
LORF2	-1.4009628306693809	1.016562010969054e-12
STMN1	0.9727590999668366	1.3460738108239663e-15
PAR14	-0.7836663177937404	2.3453540175931558e-4
PAR14	-1.2222350971689686	6.072217487491878e-6
PAR12	-0.8732221677328662	6.089634659757999e-6
SUSD6	-0.9014138068446496	2.0903855178176951e-16
DLX4	1.1317581262255985	1.9337400425146948e-7
LOXL4	1.1287766561321895	2.4276960101078655e-32
RBM38	1.60368262976026	1.0737259151041473e-8
MYCN	1.7346580605372022	5.569007605014307e-34
CASQ1	2.630138701517874	8.026876486400606e-31
PGDH	-1.055150993285804	2.047897216855798e-34
CSPG4	1.4268192010969227	1.3396384686871523e-11
DC1I1	1.9710698388813481	1.4130042848629982e-18
E41LA	1.713776046111724	1.0607826717768135e-6
TSTD1	-2.124224094163167	7.500783558532018e-20
HEBP1	-0.8368860910150366	4.470003512484162e-20
PDLI4	0.8537415088852688	1.1744590748490766e-12
SPY1	0.9521838957857944	3.0025313278660224e-11
KCD14	-1.5349863402113613	1.6429639024292609e-24
ACT2	-1.1145337037773135	7.704604106949842e-12
C2C4C	-0.8063580273571539	1.0157516062674217e-27
CA216	1.2605866396620027	1.4332743445175012e-20
CNMD	2.022391281562962	7.567550999848625e-8
KEAP1	-1.1522863394404592	7.275133781749364e-6
BICL2	-1.035830603151542	7.941784325444391e-17
SC6A8	1.0653802357875921	1.2284506455916846e-11
BICL1	-1.482232696452467	2.576724418497976e-13
TMOD4	2.911366127732485	7.289093005265492e-16
AMPE	2.3661218912197537	1.438561387595101e-25
ANXA6	1.4390410709600723	1.1644605549772088e-10
LAMP3	-1.2513543951282555	6.849217830163007e-48
SELPB	1.0123125623520701	5.3264890782959315e-24
RAI14	0.9710411157414428	1.8745309917905474e-5
PLVAP	2.43147190717381	3.0844864580535945e-17
AL1A3	-1.2864263442433281	1.1432883283754517e-8
MBP	2.885061724163296	3.058681982402309e-35
Z385D	1.5375182933972509	1.1829084185351941e-4
M2GD	3.2726606849978928	1.1030629788403372e-4
OBSL1	1.4231958522548325	1.9222290836966826e-6
DRC8	1.6403073420989969	1.0326967116380242e-8
MET24	1.476152739160491	2.3935082642021468e-11
LEF1	1.6972415469403372	2.378186614114867e-187
BMP7	1.580735871066717	2.1252119847656105e-27
LAMB1	1.0458698308865904	3.3529532374909024e-19
ANKK1	-0.9052016765744314	4.718783078389776e-9
NIBA1	-1.9847350240293202	6.845778907352385e-26
RPGP2	-1.364027876515792	3.9121845585044775e-8
NUCKS	-1.0166503633834103	3.8567178772832965e-83
PPR1C	3.2037069583919933	5.6795036287615246e-14
KCNJ8	0.9135208787112012	1.139217456990608e-5
CC85A	0.8276617893923689	1.3916655652063099e-4
STAT2	-1.2020132143926612	3.6862078204838765e-48
PLS2	2.628632513011448	5.316756912774052e-48
GDPD5	-1.0403551403589597	6.132108104691763e-9
FRRS1	-1.2558536634529132	2.5419768809517284e-10
ANR50	1.0451208108100645	6.65589433296548e-29
XCT	1.5935950523263454	2.1916993657915792e-10
DCE2	-2.656340416760441	8.870748945706705e-8
NR0B1	3.8277796900542578	2.4162098744671675e-07
ERG1	0.9863546709023145	1.6042196066625976e-17
SL9A2	-1.3126710563477308	3.637678198982158e-13
TPH	1.7052226520598754	8.634223326571947e-10
FOXF2	1.8651345648384117	9.717098608315458e-16
PROF2	1.043435083996525	1.3783999163778894e-38
STX19	-1.4231814018765807	1.0087886093614136e-6
OBSCN	4.727920772823192	1.891790705808184e-9
FUT9	-2.299841288851133	4.93962619303512e-19
KCRU	-1.2516818031386308	2.5689982499017837e-15
EPDR1	-0.959024269962094	8.169889421259858e-97
P4K2B	-0.9724511978583729	2.830289995097915e-15
DIAP3	-0.8897561966807517	4.950683032666887e-8
C1T9A	3.16146392863027	5.1646607935946555e-6
PYGM	1.2978758832625765	3.662928765481733e-9
FSCN1	1.0222516800038641	5.4742202411143876e-39
DUPD1	5.358368621510406	3.682555730966371e-9
DAF2	2.8913545270658254	5.4082627401225856e-5
IGS21	1.6103146622308842	3.2797830417017526e-8
CD81	1.029883925286233	4.897380193774706e-11
AATC	1.3869611144006897	9.527225697745465e-15
CEBPB	-0.8300044024710972	1.6632724874108789e-21
CODA1	1.3530106944348412	4.72169437913117e-21
SYT1	1.0337738747785514	9.117630410345196e-4
FREM2	2.9626164797418255	7.826986461517826e-31
ASSY	-0.8008161868041499	2.8417883108933705e-35
CPNS2	-0.8203072718018124	2.6566817792772945e-4
MTAP2	1.1090913986978832	1.56840396740815e-20
CXA4	1.974212040725004	1.3756933670714318e-8
ST3A1	-0.8650379262915635	1.2219636214851921e-7
COL10	1.574727985314628	2.809048877359731e-15
S38A4	2.2566689339576214	8.831865735115884e-4
MGT4B	-1.5090726630804236	8.962146976383626e-16
CALC	2.9059133392385217	3.693971841914999e-14
DLK1	2.68844204467027	9.003299507437176e-4
NELL1	1.6936102661670103	3.8253393939491624e-5
RAMP1	1.000633564246016	2.6644341745953116e-10
GPC6A	-1.4386655698834163	8.748087871028869e-5
FOXQ1	-1.0628055164968677	2.2447160087977387e-31
PODXL	1.4336450601622506	3.7991506154395134e-4
AGRE1	2.283639596432341	3.663245112821724e-14
GBB3	-1.0957956285033992	1.6500710648273533e-63
WN10B	1.434929118367266	5.325098167311168e-13
GCH1	-1.0551643042303425	3.163174037239915e-4
KLF3	-1.4571985311694062	5.1251190815592425e-18
CUBN	1.2451602708244474	3.335866358474524e-7
KCJ12	2.1125544079980356	1.1255848575605323e-42
EDNRA	1.0627510038500356	2.0100697716009993e-52
ZN214	-1.7026139732479986	8.626462665614475e-9
EPHA3	1.8177379188593192	1.442034320582536e-38
LAMB1	1.678140503660667	1.9746888343499135e-4
NBEL2	-0.7979408321194065	1.5409891133735804e-8
ACE	1.589295370418694	1.6378896534761352e-13
SIA4C	1.508125117960424	1.2681748072631089e-5
CPAS1	-1.7258051802074863	4.566063957376631e-19
ENOB	0.9330024203436442	1.121142584517032e-12
SOX12	3.124821514162802	1.8718818781237407e-12
SPP24	1.231263905262442	1.7617363559256342e-20
ZO2	-0.8155432448476354	3.3684865592936754e-23
DAG1	0.7704234956589306	7.074225876383764e-20
GNA14	-0.9381277835847531	2.397515413907499e-10
ACTC	5.337712513362177	1.5940735947714237e-6
OSR2B	1.035973928229651	5.263551802795866e-14
ZN227	1.5079121541933214	1.1321448715134326e-6
F102A	-1.0331426830149886	5.746532985384467e-45
RFOX1	0.9076434368493372	6.02081318202415e-12
DKK1	0.9782688619042607	1.3297225369361652e-30
MSRB3	0.7876004799659437	7.354448711407558e-4
HAAF	0.836254539595929	5.357205914688492e-6
I20RA	-1.2270315445349382	9.579552778383401e-27
SPINZ	1.0702632029873806	7.404738969125181e-11
MXRA7	0.9486784326752543	3.732134538076853e-14
MAF	2.333792223949808	8.646543307885189e-6
AGRF5	-1.367596891404582	3.0540927575971695e-21
ANFD	1.4082685937183392	1.8601790202506664e-4
SGPP2	-1.649362963331075	1.6299600331399876e-16
VWA1	0.9259575720449311	1.2600310002863052e-8
YM012	-1.5903110948194985	1.0806253736253306e-29
PDE9A	2.707365820191564	4.7943829931494257e-4
STRP2	-0.769764300202651	4.0378405372267706e-14
GIPC1	-0.9562541297749815	6.301603801881443e-35
S38AA	-1.7151831346907769	8.211178157380353e-30
NR3L1	-0.8433306116151247	7.564003654818783e-5
TM45B	-1.0532753707332418	8.862474037074904e-43
RSAD2	-1.1476359296413992	1.6238483944563182e-13
DMA	1.4795120643586348	1.2672738386543978e-17
HEYL	-1.818363758007754	7.926538241602338e-35
FOXL2	1.0291279038298835	4.533141197714062e-39
CCDC3	0.7819533248650273	2.352829159535206e-23
CNFN	1.6518328332386527	1.9988126454120817e-7
GGT1	-1.2123003871796314	8.605673460601377e-36
LAMC3	1.2002171308694698	4.38157491809441e-17
MUC4	-1.2645194669811128	8.736970509397782e-43
MUC18	-1.1160146073769415	1.1880595756825197e-53
RGCC	1.2822818038076398	7.424297052662425e-8
GMPR1	1.0547674826123337	1.1724557002628348e-9
NRX1A	3.725220849236241	2.5011093925649434e-9
HEY2	0.8862026288596401	1.8411300005460684e-5
K2C8	-2.6079682684495453	4.354719520344158e-58
CC038	-0.7860054150001379	2.1290477267626136e-25
YG31B	1.7491133382455193	4.413636363346715e-7
PNCB	-0.8124615679906144	2.4167531705947345e-7
MUC16	-1.030883332484027	3.7656459668203134e-45
MUC16	-0.7727590185038028	2.7404656980218212e-50
MUC16	-1.4108837764831472	2.069045219364382e-12
XCT	-0.8001203922772844	3.0811852712204817e-6
SVEP1	1.084864109464842	2.288057728562167e-6
CAR14	-1.2761532055571467	1.1183050883871577e-25
TRI36	-1.0032853398111836	1.1915423732416078e-7
KALM	1.6068387797876489	1.2877517588083285e-13
PDPN	2.2184543006768758	9.133115699492857e-40
PR15L	-1.1589941617898423	4.190319423852183e-39
CASC4	-1.088677456796688	4.852881427122105e-78
ETS1A	1.9895794628946184	5.217288890375962e-5
CALGL	2.06078863714864	1.744031515667281e-4
GSTO1	-0.9648204454535447	1.151311738543055e-51
DCX	0.9103000911732522	6.3744199466833e-20
PZRN3	0.7750467035679995	1.548851378481323e-14
MX3	-0.858502367199991	1.8025967431994792e-45
NAR5	2.4903900044252874	2.933509041444239e-21
CAC1H	1.5919139500483706	6.182243176560488e-5
PRSR2	-1.0044607694726928	3.0100988286918842e-6
AVIL	-0.8520442137581485	3.867615688406453e-14
PERT	-0.9677436813345419	3.876965564984235e-113
CO6	2.3376749432164607	5.48663486826415e-32
F111A	-1.594969659433507	3.5052139585289606e-10
NCF1	-0.8166440960193784	5.952537003872196e-10
SC6A1	1.146080328757247	4.478302720336188e-15
ITB1B	0.8015999661383221	2.9867277676034358e-5
ITB1	1.6358582539576707	5.734985594550391e-5
BTK	-0.7554466106467003	2.0767758438868487e-20
ATS8	0.7759517664647873	3.347226052268676e-10
CK053	-1.3693261065439106	2.0843601868203333e-11
KREM2	2.168276838763765	7.315429193042521e-23
MLP	-1.079488244290793	1.34645571473416e-6
SCLY	-0.9533227935067289	1.5335609227043225e-57
HECA2	-0.8800266501837092	9.150389144290274e-39
ONCO	0.817378236568588	1.1792023264974592e-5
TRCG1	-2.2518519559160204	1.314661299051421e-25
GPC6A	-1.2817602323846828	1.4146920570585704e-28
STXA	-1.100903672474221	2.4144642092612277e-8
HS3S4	-1.0984419274907267	2.0965423492911328e-4
FZD9	1.9473792124017655	3.5247266468241024e-5
TT39A	-1.3583745717357172	7.477260642224026e-37
MARC1	0.9162326951772211	3.269490203420634e-16
UAP1	-0.7736538551670328	9.544110747249188e-10
ELOV7	-1.2027981023362537	3.5459745619694963e-17
FBN2	0.8261644261344531	3.756286198647009e-12
ABCG2	-1.0094244078324448	3.76630723081053e-9
MAML3	1.4345027337730896	3.0741358572366375e-19
MALD3	-0.9545847116477718	4.064912397091214e-33
MAG	2.8295396324692144	1.3173027241438995e-19
PGFRL	0.8314835238104603	2.8000007657159807e-10
SDCB1	-0.781080530407506	1.0544470792263836e-45
ENDD1	1.4550412037898885	2.802421028683057e-37
MYOM2	4.488396137396408	4.628339964060967e-28
TCEA1	0.7581812866064305	6.159006662957197e-4
RL3	4.989028073747397	5.783414944378062e-13
SP5	1.8988134731912232	2.420200272698224e-4
FYCO1	-1.8281038630024808	2.03597689528531e-18
SYTL2	-1.1212144881939818	5.891060297538627e-53
UROM	-1.0273506089995776	4.659546838545268e-16
MMEL1	2.035770009387063	3.3110002956893694e-7
CEAM6	-1.098387847615494	1.035080375031904e-20
HARB1	-1.3666011506756872	1.5623715247004394e-41
CBL	-0.7887071246062424	2.2047120189623266e-36
TRI66	-0.9314604488443649	4.26671568038184e-15
MUC15	-1.4300560825664421	8.465241362040168e-65
SCEL	-1.0598605551701286	4.6142018653364674e-94
HBEGF	1.0038533500499962	7.5370340758231e-18
ROBO1	2.3293722295044628	1.0744412201998407e-42
SVIL	-0.881218253969529	1.2457545666870985e-17
MYL1	3.2498896852198333	7.565452888690522e-18
RSPO1	1.4649431147809544	3.416335160592172e-32
C1QR1	1.3208534576394992	4.827455904506057e-18
T53I1	-1.0391951807671733	5.961872980789272e-6
CA3A1	1.187861997054957	7.040412140028822e-6
LIPO	0.8664338696803091	3.403618263807189e-5
CYT	0.7864465058338769	1.349777124455894e-16
VAV	0.8866267585397993	1.2806559511422967e-14
DNER	-1.2945163896088998	1.8745309917905474e-5
EGFLA	1.1256780421965635	2.5314626643242727e-18
IDHP	1.256568819414717	1.3433513998640179e-53
GSH1	-0.7649590261203474	1.974780417075634e-67
BMP4	0.39691673909476866	3.032040201423158e-8
SOX2	0.6854624563084343	3.885105875386645e-70
