log2FoldChange,padj,RNEA_geneName,sig,centralNode,DE,TF,filteredNetwork
-0.8770730021272405,1.5290656965430586e-18,OVOL1,TRUE,FALSE,downregulated,FALSE,FALSE
-1.7022587416260047,0.8443405827746823,PAX3,FALSE,FALSE,RNEA_addition,FALSE,TRUE
2.707365820191564,4.7943829931494257e-4,PDE9A,TRUE,FALSE,upregulated,FALSE,FALSE
0.9611582598918516,2.308300597258884e-22,PDGFA,TRUE,FALSE,upregulated,FALSE,TRUE
1.3518894002006219,2.8174693720686878e-5,PDGFB,TRUE,FALSE,upregulated,FALSE,FALSE
-1.3999756798608485,1.8323513321753692e-35,PEG3,TRUE,FALSE,downregulated,FALSE,FALSE
-0.8465922997766173,2.2807877139975033e-6,PIR,TRUE,FALSE,downregulated,FALSE,FALSE
0.7787665447815428,1.7524362480278505e-34,PITX1,TRUE,TRUE,upregulated,FALSE,TRUE
1.1452267854030038,1.9764506787941195e-98,PITX2,TRUE,TRUE,upregulated,FALSE,TRUE
1.9197782795674299,2.9483272597918528e-15,PLTP,TRUE,FALSE,upregulated,FALSE,FALSE
-0.30466829758736447,0.006557801337823936,PML,FALSE,FALSE,RNEA_addition,FALSE,FALSE
1.1327168627503543,8.629488432860836e-9,PMP22,TRUE,FALSE,upregulated,FALSE,TRUE
1.4336450601622506,3.7991506154395134e-4,PODXL,TRUE,FALSE,upregulated,FALSE,FALSE
-0.5061512594619993,0.11563618345696308,PPARG,FALSE,FALSE,RNEA_addition,TRUE,TRUE
-0.915958371806593,1.243205319171155e-9,PRDM8,TRUE,FALSE,downregulated,FALSE,FALSE
-1.1678581130323082,4.0217293493679214e-32,PRSS8,TRUE,FALSE,downregulated,FALSE,FALSE
0.8326564688890632,1.3977525429233957e-17,PSIP1,TRUE,FALSE,upregulated,FALSE,FALSE
1.499678218693464,9.575692641284672e-19,PTH1R,TRUE,FALSE,upregulated,FALSE,FALSE
1.0737951223659334,2.598166455058054e-5,PTX3,TRUE,FALSE,upregulated,FALSE,TRUE
-0.9661220950320872,8.409544817225624e-16,RAC1,TRUE,FALSE,downregulated,FALSE,FALSE
0.021707634919450443,0.8832410398297867,RARA,FALSE,FALSE,RNEA_addition,TRUE,TRUE
2.536915312069618,3.4784878249608474e-4,RBM24,TRUE,FALSE,upregulated,FALSE,FALSE
3.287749122734383,1.558289283225596e-22,RSPO2,TRUE,FALSE,upregulated,FALSE,TRUE
-0.042721697292661565,4.6743724324005184e-39,RUNX1,FALSE,FALSE,RNEA_addition,FALSE,TRUE
0.0990040194581198,2.885708145480552e-10,RUNX2,FALSE,FALSE,RNEA_addition,TRUE,TRUE
1.1382234223317,1.2079033886116818e-6,SATB1,TRUE,FALSE,upregulated,FALSE,TRUE
1.5228572791145039,8.478734867925572e-104,SGK1,TRUE,FALSE,upregulated,FALSE,TRUE
3.0630229474300976,3.7656459668203134e-45,SHH,TRUE,TRUE,upregulated,FALSE,TRUE
2.94834635183695,5.14297543534306e-15,SMAD1,TRUE,FALSE,upregulated,FALSE,TRUE
-0.4026781151146859,1.0373056573542675e-5,SMAD3,FALSE,FALSE,RNEA_addition,FALSE,TRUE
0.2773747264937148,0.6922824580820116,SMAD4,FALSE,FALSE,RNEA_addition,FALSE,TRUE
-0.08122126259191123,0.9850880089439946,SMAD5,FALSE,FALSE,RNEA_addition,FALSE,TRUE
1.065147096687855,5.244471613891406e-5,SMAD6,TRUE,FALSE,upregulated,FALSE,TRUE
0.4310267263007563,5.102018503429454e-43,SMAD7,FALSE,FALSE,RNEA_addition,FALSE,TRUE
0.8326450223787475,2.062413520855958e-6,SOX10,TRUE,FALSE,upregulated,FALSE,TRUE
-0.7805569946485275,1.8459001281434852e-43,SOX14,TRUE,FALSE,downregulated,FALSE,FALSE
0.6854624563084343,3.885105875386645e-70,SOX2,FALSE,TRUE,RNEA_addition,FALSE,TRUE
1.1050848437299028,1.9523624601229477e-28,SOX4,TRUE,FALSE,upregulated,FALSE,FALSE
-0.7528532068732252,1.1643373699534164e-17,SOX7,TRUE,FALSE,downregulated,FALSE,TRUE
0.8401433258467436,2.3930495650601657e-22,SOX9,TRUE,FALSE,upregulated,FALSE,TRUE
-0.5334616859601591,0.10753689396950605,SP1,FALSE,FALSE,RNEA_addition,FALSE,TRUE
1.8988134731912232,2.420200272698224e-4,SP5,TRUE,FALSE,upregulated,FALSE,FALSE
2.028695668240504,8.002863298427146e-44,SP7,TRUE,FALSE,upregulated,FALSE,FALSE
0.18989081683162676,0.09569326733446955,SPI1,FALSE,FALSE,RNEA_addition,TRUE,FALSE
-0.3377493053659711,0.33142715636478387,SRF,FALSE,FALSE,RNEA_addition,FALSE,FALSE
-0.9104226042276324,1.3811981890875744e-8,STAT1,TRUE,FALSE,downregulated,FALSE,TRUE
-1.2020132143926612,3.6862078204838765e-48,STAT2,TRUE,FALSE,downregulated,FALSE,TRUE
-0.193641771233103,0.17148521848957338,STAT3,FALSE,FALSE,RNEA_addition,FALSE,TRUE
0.9727590999668366,1.3460738108239663e-15,STMN1,TRUE,FALSE,upregulated,FALSE,TRUE
0.8613072067133979,1.8576890997574669e-13,STRA6,TRUE,FALSE,upregulated,FALSE,FALSE
-1.8158912801549991,3.619200649515425e-17,SYT1,TRUE,FALSE,downregulated,FALSE,FALSE
-0.7745368281302413,2.5759025916104304e-7,SYTL1,TRUE,FALSE,downregulated,FALSE,FALSE
-1.1212144881939818,5.891060297538627e-53,SYTL2,TRUE,FALSE,downregulated,FALSE,FALSE
1.9916131089884206,2.526816068552997e-7,TBX18,TRUE,FALSE,upregulated,TRUE,FALSE
1.210611100307229,6.434121643259006e-64,TBX3,TRUE,FALSE,upregulated,TRUE,FALSE
0.019896446114934685,0.5236343596976376,TEAD1,FALSE,FALSE,RNEA_addition,TRUE,TRUE
1.6314397063969628,2.0358210424912345e-9,TFPI2,TRUE,FALSE,upregulated,FALSE,TRUE
3.202451620788685,1.188588069306914e-15,TPM1,TRUE,FALSE,upregulated,FALSE,FALSE
-1.37157421174133,2.5835098698128073e-9,TRPV3,TRUE,FALSE,downregulated,FALSE,FALSE
-0.9440446232423746,5.0694851509013485e-42,TTPA,TRUE,FALSE,downregulated,FALSE,FALSE
-0.910358323734993,6.46520876889308e-13,UCP2,TRUE,FALSE,downregulated,FALSE,FALSE
0.3763412614202053,0.009250245261452877,UHRF1,FALSE,FALSE,RNEA_addition,FALSE,TRUE
0.9866038870351861,5.056536332913443e-4,VCAM1,TRUE,FALSE,upregulated,FALSE,FALSE
0.3431422324812164,0.16351656557945632,VDR,FALSE,FALSE,RNEA_addition,TRUE,TRUE
1.5299544397033034,7.485438048190713e-9,VEGFA,TRUE,FALSE,upregulated,FALSE,TRUE
1.266948980971342,2.0034544400645178e-13,VEGFC,TRUE,FALSE,upregulated,FALSE,TRUE
1.8527140227802976,2.8240462959390186e-26,WNT11,TRUE,FALSE,upregulated,FALSE,FALSE
-0.3027035413581882,0.0026133818255594157,XBP1,FALSE,FALSE,RNEA_addition,TRUE,FALSE
