GOBPID,Pvalue,OddsRatio,ExpCount,Count,Size,Term,FDR
GO:0045780,0.00529028543826468,9.64112388250319,0.360468140442133,3,21,positive regulation of bone resorption,0.00714249087872688
GO:1903169,0.00532317716433418,3.5220716490004,2.11131339401821,7,123,regulation of calcium ion transmembrane transport,0.00714249087872688
GO:0044093,0.00540760687014568,1.72053954629062,19.1563068920676,31,1116,positive regulation of molecular function,0.00721014249352757
GO:0016310,0.00570347817601783,1.68561751542277,20.8384915474642,33,1214,phosphorylation,0.00731210868304489
GO:0071900,0.00576369868896687,2.71580635753864,3.87932379713914,10,226,regulation of protein serine/threonine kinase activity,0.00731210868304489
GO:0033700,0.00582316040156942,23.0702290076336,0.120156046814044,2,7,phospholipid efflux,0.00731210868304489
GO:0038007,0.00582316040156942,23.0702290076336,0.120156046814044,2,7,netrin-activated signaling pathway,0.00731210868304489
GO:0014012,0.00582316040156942,23.0702290076336,0.120156046814044,2,7,peripheral nervous system axon regeneration,0.00731210868304489
GO:0072537,0.00582316040156942,23.0702290076336,0.120156046814044,2,7,fibroblast activation,0.00731210868304489
GO:0099550,0.00582316040156942,23.0702290076336,0.120156046814044,2,7,trans-synaptic signaling, modulating synaptic transmission,0.00731210868304489
GO:0097384,0.00582316040156942,23.0702290076336,0.120156046814044,2,7,cellular lipid biosynthetic process,0.00731210868304489
GO:0032308,0.00582316040156942,23.0702290076336,0.120156046814044,2,7,positive regulation of prostaglandin secretion,0.00731210868304489
GO:0034109,0.00582899229921975,4.68738323577033,1.15006501950585,5,67,homotypic cell-cell adhesion,0.00731210868304489
GO:0014902,0.00587955170553299,3.92657434021427,1.63068920676203,6,95,myotube differentiation,0.00733214683278231
GO:0032288,0.00604878026655701,9.13309134906231,0.377633289986996,3,22,myelin assembly,0.00745547335180282
GO:2000406,0.00604878026655701,9.13309134906231,0.377633289986996,3,22,positive regulation of T cell migration,0.00745547335180282
GO:0008361,0.00620864733510466,3.09706125827815,2.72925877763329,8,159,regulation of cell size,0.00759092634789705
GO:0051049,0.00625141724656526,1.66151733849674,21.7825747724317,34,1269,regulation of transport,0.00759092634789705
GO:0051641,0.00626609486265086,1.46422172523845,48.4400520156047,65,2822,cellular localization,0.00759092634789705
GO:0042981,0.00655529028991108,1.72533580751956,17.8174252275683,29,1038,regulation of apoptotic process,0.00789614512193834
GO:0007265,0.00665481008127156,2.16617079565205,7.27802340702211,15,424,Ras protein signal transduction,0.00797073297869814
GO:0043496,0.00686894539645687,8.67586206896552,0.39479843953186,3,23,regulation of protein homodimerization activity,0.00809009124471587
